,_politicianId,_stateId,party,partyOther,district,firstName,lastName,nickname,middleName,fullName,dob,gender,socialFacebook,socialTwitter,socialYoutube,website,chamber,committees,stats.dateLastTraded,stats.countTrades,stats.countIssuers,stats.volume
113,F000246,tx,republican,,4,Patrick,Fallon,Pat,Edward,"Fallon, Patrick Edward (Pat)",1967-12-19,male,,@RepPatFallon,,https://fallon.house.gov/,house,"['hsas', 'hsgo']",2022-01-24,202,23,20284000
114,M001213,ut,republican,,1,Blake,Moore,,David,"Moore, Blake David",1980-06-22,male,,@RepBlakeMoore,,https://blakemoore.house.gov/,house,"['hsas', 'hsii']",2022-01-21,112,21,1030000
115,M001204,pa,republican,,9,Daniel,Meuser,Dan,P,"Meuser, Daniel P (Dan)",1964-02-10,male,,@RepMeuser,,https://meuser.house.gov,house,"['hsfa', 'hssm']",2022-01-21,43,15,658000
116,G000597,ny,republican,,2,Andrew,Garbarino,,R,"Garbarino, Andrew R",1984-09-27,male,,@RepGarbarino,,https://garbarino.house.gov/,house,"['hshm', 'hssm']",2022-01-14,15,11,120000
117,R000603,nc,republican,,7,David,Rouzer,,Cheston,"Rouzer, David Cheston",1972-02-16,male,RepRouzer,@RepDavidRouzer,,https://rouzer.house.gov,house,"['hsag', 'hspw']",2022-01-14,12,8,120500
118,G000559,ca,democrat,,3,John,Garamendi,,Raymond,"Garamendi, John Raymond",1945-01-24,male,repgaramendi,@RepGaramendi,garamendiCA10,https://garamendi.house.gov,house,"['hsas', 'hspw']",2022-01-14,4,4,56500
119,F000062,ca,democrat,,,Dianne,Feinstein,,Goldman,"Feinstein, Dianne Goldman Berman",1933-06-22,female,senatorfeinstein,@SenFeinstein,SenatorFeinstein,https://www.feinstein.senate.gov,senate,"['scnc', 'slin', 'ssap', 'ssju', 'ssra']",2022-01-10,14,7,45390000
120,S000185,va,democrat,,3,Robert,Scott,Bobby,Cortez,"Scott, Robert Cortez (Bobby)",1947-04-30,male,RepBobbyScott,@BobbyScott,repbobbyscott,https://bobbyscott.house.gov,house,"['hsbu', 'hsed']",2021-12-28,17,16,177500
121,C001103,ga,republican,,1,Earl,Carter,Buddy,Leroy,"Carter, Earl Leroy (Buddy)",1957-09-06,male,congressmanbuddycarter,@RepBuddyCarter,,https://buddycarter.house.gov,house,"['hsbu', 'hscn', 'hsif']",2021-12-28,14,14,1985500
122,T000482,ma,democrat,,3,Lori,Trahan,,Ann,"Trahan, Lori Ann Loureiro",1973-10-27,female,,@RepLoriTrahan,,https://trahan.house.gov,house,"['hsif', 'hsii']",2021-12-27,2,2,16000
123,M000934,ks,republican,,,Gerald,Moran,Jerry,Wesley,"Moran, Gerald Wesley (Jerry)",1954-05-29,male,jerrymoran,@JerryMoran,senatorjerrymoran,https://www.moran.senate.gov,senate,"['slia', 'ssap', 'ssbk', 'sscm', 'sshr', 'ssva']",2021-12-21,117,42,1009500
124,P000096,nj,democrat,,9,William,Pascrell,Bill,James,"Pascrell, William James, Jr (Bill)",1937-01-25,male,pascrell,@BillPascrell,RepPascrell,https://pascrell.house.gov,house,['hswm'],2021-12-20,2,2,16000
125,M001200,va,democrat,,4,Aston,McEachin,,Donald,"McEachin, Aston Donald",1961-10-10,male,RepMcEachin,@RepMcEachin,,https://mceachin.house.gov,house,"['hscn', 'hsif', 'hsii']",2021-12-17,6,6,48000
126,G000551,az,democrat,,3,Raul,Grijalva,,Manuel,"Grijalva, Raul Manuel",1948-02-19,male,Rep.Grijalva,@RepraulGrijalva,raulgrijalvaaz07,https://grijalva.house.gov,house,"['hsed', 'hsii']",2021-12-17,4,2,19432
127,S001150,ca,democrat,,28,Adam,Schiff,,Bennett,"Schiff, Adam Bennett",1960-06-22,male,RepAdamSchiff,@RepAdamSchiff,adamschiff,https://schiff.house.gov,house,['hsig'],2021-12-13,4,2,81000
128,S001190,il,democrat,,10,Bradley,Schneider,Brad,Scott,"Schneider, Bradley Scott (Brad)",1961-08-20,male,CongressmanBradSchneider,@repschneider,RepBradSchneider,https://schneider.house.gov,house,"['hsfa', 'hswm']",2021-12-10,8,3,1590000
129,C000266,oh,republican,,1,Steven,Chabot,Steve,Joseph,"Chabot, Steven Joseph (Steve)",1953-01-22,male,RepSteveChabot,@RepSteveChabot,congressmanchabot,https://chabot.house.gov,house,"['hsfa', 'hsju']",2021-12-01,3,3,91000
130,S001189,ga,republican,,8,James,Scott,,Austin,"Scott, James Austin",1969-12-10,male,RepAustinScott,@AustinScottGA08,RepAustinScott,https://austinscott.house.gov,house,"['hsag', 'hsas']",2021-11-30,77,13,959000
131,W000800,vt,democrat,,At-Large,Peter,Welch,,Francis,"Welch, Peter Francis",1947-05-02,male,PeterWelch,@PeterWelch,reppeterwelch,https://welch.house.gov,house,"['hsgo', 'hsif']",2021-11-26,55,39,636000
132,B001299,in,republican,,3,James,Banks,Jim,Edward,"Banks, James Edward (Jim)",1979-07-16,male,RepJimBanks,@RepJimBanks,,https://banks.house.gov,house,"['hsas', 'hsed', 'hsvr']",2021-11-19,52,6,514000
133,B001275,in,republican,,8,Larry,Bucshon,,Dean,"Bucshon, Larry Dean",1962-05-31,male,RepLarryBucshon,@RepLarryBucshon,RepLarryBucshon,https://bucshon.house.gov,house,['hsif'],2021-10-25,1,1,8000
134,M001212,al,republican,,2,Felix,Moore,,Barry,"Moore, Felix Barry",1966-09-26,male,,@RepBarryMoore,,https://barrymoore.house.gov/,house,"['hsag', 'hsvr']",2021-10-23,6,3,48000
135,Y000062,ky,democrat,,3,John,Yarmuth,,Allan,"Yarmuth, John Allan",1947-11-04,male,214258646163,@RepJohnYarmuth,RepJohnYarmuth,https://yarmuth.house.gov,house,"['hsbu', 'hsed']",2021-10-22,116,73,1845000
136,B001257,fl,republican,,12,Gus,Bilirakis,,Michael,"Bilirakis, Gus Michael",1963-02-08,male,GusBilirakis,@RepGusBilirakis,RepGusBilirakis,https://bilirakis.house.gov,house,['hsif'],2021-10-05,5,5,40000
137,B001297,co,republican,,4,Kenneth,Buck,Ken,Robert,"Buck, Kenneth Robert (Ken)",1959-02-16,male,repkenbuck,@RepKenBuck,,https://buck.house.gov,house,"['hsfa', 'hsju']",2021-09-09,1,1,8000
138,L000571,wy,republican,,,Cynthia,Lummis Wiederspahn,,Marie,"Lummis Wiederspahn, Cynthia Marie",1954-09-10,female,152754318103332,@SenLummis,CynthiaLummis,https://www.lummis.senate.gov,senate,"['ssbk', 'sscm', 'ssev']",2021-09-03,2,2,83000
139,P000616,mn,democrat,,3,Dean,Phillips,,Benson,"Phillips, Dean Benson",1969-01-20,male,,@RepDeanPhillips,,https://phillips.house.gov,house,"['hsfa', 'hsmh', 'hssm', 'hsso']",2021-09-01,580,239,6973000
140,U000031,mi,republican,,6,Frederick,Upton,Fred,Stephen,"Upton, Frederick Stephen (Fred)",1953-04-23,male,RepFredUpton,@RepFredUpton,RepFredUpton,https://upton.house.gov,house,['hsif'],2021-08-20,85,53,2668500
141,P000034,nj,democrat,,6,Frank,Pallone,,Joseph,"Pallone, Frank Joseph, Jr",1951-10-30,male,repfrankpallone,@FrankPallone,repfrankpallone,https://pallone.house.gov,house,['hsif'],2021-08-11,10,8,129000
142,B000740,ok,republican,,5,Stephanie,Bice,,Irene,"Bice, Stephanie Irene",1973-11-11,female,,@RepBice,,https://bice.house.gov/,house,"['hsas', 'hssy']",2021-08-06,1,1,8000
143,H001061,nd,republican,,,John,Hoeven,,Henry,"Hoeven, John Henry III",1957-03-13,male,SenatorJohnHoeven,@SenJohnHoeven,senatorjohnhoevennd,https://www.hoeven.senate.gov,senate,"['slia', 'ssaf', 'ssap', 'sseg']",2021-07-23,25,22,31996500
144,C001066,fl,democrat,,14,Katherine,Castor,Kathy,Anne,"Castor, Katherine Anne (Kathy)",1966-08-20,female,USRepKathyCastor,@USRepKCastor,RepKathyCastor,https://castor.house.gov,house,"['hscn', 'hsif']",2021-07-16,38,8,469000
145,C001055,hi,democrat,,1,Edward,Case,Ed,Espenett,"Case, Edward Espenett (Ed)",1952-09-27,male,,@RepEdCase,,https://case.house.gov,house,"['hsap', 'hsii']",2021-07-06,9,7,364500
146,B001267,co,democrat,,,Michael,Bennet,,Farrand,"Bennet, Michael Farrand",1964-11-28,male,senbennetco,@SenBennetCo,SenatorBennet,https://www.bennet.senate.gov/public,senate,"['slin', 'ssaf', 'ssfi']",2021-07-01,3,3,933000
147,K000383,me,other,independent democrat,,Angus,King,,Stanley,"King, Angus Stanley, Jr",1944-03-31,male,SenatorAngusSKingJr,@SenAngusKing,SenatorAngusKing,https://www.king.senate.gov,senate,"['slin', 'ssas', 'sseg', 'ssra']",2021-06-24,9,8,121000
148,W000823,fl,republican,,6,Michael,Waltz,,George,"Waltz, Michael George Glen",1974-01-31,male,,@RepMichaelWaltz,,https://waltz.house.gov,house,"['hsas', 'hssy']",2021-06-16,4,2,15815000
149,M001203,nj,democrat,,7,Tomasz,Malinowski,,P,"Malinowski, Tomasz P",1965-09-23,male,,@RepMalinowski,,https://malinowski.house.gov,house,"['hsfa', 'hshm', 'hspw']",2021-05-26,253,71,4456500
150,J000294,ny,democrat,,8,Hakeem,Jeffries,,Sekou,"Jeffries, Hakeem Sekou",1970-08-04,male,RepHakeemJeffries,@RepJeffries,,https://jeffries.house.gov,house,"['hsbu', 'hsju']",2021-05-17,7,6,80500
151,S001148,id,republican,,2,Michael,Simpson,Mike,Keith,"Simpson, Michael Keith (Mike)",1950-09-08,male,96007744606,@CongMikeSimpson,CongMikeSimpson,https://simpson.house.gov,house,['hsap'],2021-05-10,27,27,314000
152,R000605,sd,republican,,,Marion,Rounds,Mike,Michael,"Rounds, Marion Michael (Mike)",1954-10-24,male,SenatorMikeRounds,@SenatorRounds,,https://www.rounds.senate.gov,senate,"['slia', 'ssas', 'ssbk', 'ssfr', 'ssva']",2021-05-01,1,1,32500
153,B001135,nc,republican,,,Richard,Burr,,Mauze,"Burr, Richard Mauze",1955-11-30,male,SenatorRichardBurr,@SenatorBurr,SenatorRichardBurr,https://www.burr.senate.gov,senate,"['slin', 'spag', 'ssfi', 'sshr']",2021-04-30,46,23,1878000
154,D000600,fl,republican,,25,Mario,Diaz-Balart Caballero,,Rafael,"Diaz-Balart Caballero, Mario Rafael",1961-09-25,male,mdiazbalart,@MarioDB,MarioDiazBalart,https://mariodiazbalart.house.gov,house,['hsap'],2021-04-22,1,1,75000
155,H001072,ar,republican,,2,James,Hill,,French,"Hill, James French",1956-12-05,male,RepFrenchHill,@RepFrenchHill,,https://hill.house.gov,house,['hsba'],2021-04-14,9,8,175103
156,G000577,la,republican,,6,Garret,Graves,,Neal,"Graves, Garret Neal",1972-01-31,male,CongressmanGarretGraves,@RepGarretGraves,,https://garretgraves.house.gov,house,"['hscn', 'hsii', 'hspw']",2021-04-13,9,8,72000
157,K000377,az,democrat,,,Mark,Kelly,,Edward,"Kelly, Mark Edward",1964-02-21,male,SenMarkKelly,@SenMarkKelly,SenMarkKelly,https://www.kelly.senate.gov,senate,"['jsec', 'spag', 'ssas', 'sseg', 'ssev']",2021-04-13,1,1,8000
158,D000622,il,democrat,,,Ladda,Duckworth,,Tammy,"Duckworth, Ladda Tammy",1968-03-12,female,SenDuckworth,@SenDuckworth,repduckworth,https://www.duckworth.senate.gov,senate,"['ssas', 'sscm', 'ssev', 'sssb']",2021-04-05,3,3,48500
159,H001091,ia,republican,,1,Ashley,Hinson Arenholz,,Elizabeth,"Hinson Arenholz, Ashley Elizabeth",1983-06-27,female,,@RepAshleyHinson,,https://hinson.house.gov/,house,"['hsap', 'hsbu']",2021-03-31,14,12,1495500
160,L000591,va,democrat,,2,Elaine,Luria,,Goodman,"Luria, Elaine Goodman",1975-08-15,female,,@RepElaineLuria,,https://luria.house.gov,house,"['hsas', 'hshm', 'hsvr']",2021-03-31,4,4,766000
161,G000579,wi,republican,,8,Michael,Gallagher,Mike,John,"Gallagher, Michael John (Mike)",1984-03-03,male,RepMikeGallagher,@RepGallagher,,https://gallagher.house.gov,house,"['hsas', 'hspw']",2021-03-25,38,34,451000
162,M001196,ma,democrat,,6,Seth,Moulton,,Wilbur,"Moulton, Seth Wilbur",1978-10-24,male,CongressmanSethMoulton,@teammoulton,,https://moulton.house.gov,house,"['hsas', 'hsbu', 'hspw']",2021-03-08,2,2,350000
163,M001198,ks,republican,,,Roger,Marshall,,Wayne,"Marshall, Roger Wayne",1960-08-09,male,rogermarshallmd,@SenatorMarshall,,https://www.marshall.senate.gov,senate,"['ssaf', 'sseg', 'sshr', 'sssb']",2021-03-01,44,16,719000
164,N000147,dc,democrat,,At-Large,Eleanor,Norton,,Holmes,"Norton, Eleanor Holmes",1937-06-13,female,CongresswomanNorton,@EleanorNorton,EleanorHNorton,https://norton.house.gov,house,"['hsgo', 'hspw']",2021-03-01,4,4,172500
165,I000024,ok,republican,,,James,Inhofe,,Mountain,"Inhofe, James Mountain",1934-11-17,male,jiminhofe,@InhofePress,jiminhofepressoffice,https://www.inhofe.senate.gov,senate,"['slin', 'ssas', 'ssev', 'sssb']",2021-01-05,20,15,1144000
166,R000582,tn,republican,,1,David,Roe,Phil,Phillip,"Roe, David Phillip (Phil)",1945-07-21,male,DrPhilRoe,@DrPhilRoe,drphilroe,https://roe.house.gov,house,[],2020-12-31,2018,422,27552500
167,C001123,ca,democrat,,39,Gilbert,Cisneros,Gil,Ray,"Cisneros, Gilbert Ray, Jr (Gil)",1971-02-12,male,,@RepGilCisneros,,https://cisneros.house.gov,house,[],2020-12-31,832,380,13153000
168,R000607,fl,republican,,19,Laurence,Rooney,,Francis,"Rooney, Laurence Francis III",1953-12-04,male,RepRooney,@RepRooney,,https://francisrooney.house.gov,house,[],2020-12-23,207,119,6032500
169,R000307,ks,republican,,,Charles,Roberts,Pat,Patrick,"Roberts, Charles Patrick (Pat)",1936-04-20,male,SenPatRoberts,@SenPatRoberts,SenPatRoberts,https://www.roberts.senate.gov,senate,[],2020-12-22,164,36,5792500
170,G000584,mt,republican,,At-Large,Gregory,Gianforte,Greg,Richard,"Gianforte, Gregory Richard (Greg)",1961-04-17,male,RepGianforte,@gianforte,,https://gianforte.house.gov,house,[],2020-12-21,574,312,35194500
171,C001062,tx,republican,,11,Kenneth,Conaway,Mike,Michael,"Conaway, Kenneth Michael (Mike)",1948-06-11,male,mike.conaway,@ConawayTX11,mikeconaway11,https://conaway.house.gov,house,[],2020-12-21,274,95,12458500
172,C001108,ky,republican,,1,James,Comer,,Richardson,"Comer, James Richardson Jr",1972-08-19,male,congressmancomer,@RepJamesComer,,https://comer.house.gov,house,"['hsed', 'hsgo']",2020-12-17,15,9,144500
173,K000391,il,democrat,,8,Subramanian,Krishnamoorthi,,Raja,"Krishnamoorthi, Subramanian Raja",1973-07-19,male,congressmanraja,@congressmanraja,,https://krishnamoorthi.house.gov,house,['hsgo'],2020-12-11,2,2,150000
174,H001058,mi,republican,,2,William,Huizenga,Bill,Patrick,"Huizenga, William Patrick (Bill)",1969-01-31,male,RepHuizenga,@RepHuizenga,RepHuizenga,https://huizenga.house.gov,house,['hsba'],2020-12-07,1,1,8000
175,M001158,tx,republican,,24,Kenny,Marchant,,Ewell,"Marchant, Kenny Ewell",1951-02-23,male,RepKennyMarchant,@RepKenMarchant,RepKennyMarchant,https://marchant.house.gov,house,[],2020-11-25,194,79,5734500
176,M001206,ny,democrat,,25,Joseph,Morelle,Joe,D,"Morelle, Joseph D (Joe)",1957-04-29,male,,@repjoemorelle,,https://morelle.house.gov,house,"['hsas', 'hsbu', 'hsed', 'hsru']",2020-11-20,17,16,185000
177,M001156,nc,republican,,10,Patrick,McHenry,,Timothy,"McHenry, Patrick Timothy",1975-10-22,male,CongressmanMcHenry,@PatrickMcHenry,CongressmanMcHenry,https://mchenry.house.gov,house,['hsba'],2020-11-19,1,1,32500
178,C001075,la,republican,,,William,Cassidy,Bill,Morgan,"Cassidy, William Morgan (Bill)",1957-09-28,male,,@BillCassidy,SenatorBillCassidy,https://www.cassidy.senate.gov,senate,"['jsec', 'sseg', 'ssfi', 'sshr', 'ssva']",2020-11-05,44,25,352000
179,D000598,ca,democrat,,53,Susan,Davis,,Carol,"Davis, Susan Carol Alpert",1944-04-13,female,RepSusanDavis,@RepSusanDavis,RepSusanADavis,https://susandavis.house.gov,house,[],2020-10-28,20,13,429500
180,H001065,nc,republican,,2,George,Holding,,Edward,"Holding, George Edward Bell",1968-04-17,male,CongressmanGeorgeHolding,@RepHolding,repholding,https://holding.house.gov,house,[],2020-10-22,31,11,370500
181,V000108,in,democrat,,1,Peter,Visclosky,Pete,John,"Visclosky, Peter John (Pete)",1949-08-13,male,repvisclosky,@RepVisclosky,PeteVisclosky1,https://visclosky.house.gov,house,[],2020-10-15,2,2,16000
182,S001199,pa,republican,,11,Lloyd,Smucker,,Kenneth,"Smucker, Lloyd Kenneth",1964-01-23,male,RepSmucker,@RepSmucker,,https://smucker.house.gov,house,"['hsbu', 'hswm']",2020-10-09,9,3,243500
183,N000189,wa,republican,,4,Daniel,Newhouse,,Milton,"Newhouse, Daniel Milton",1955-07-10,male,RepNewhouse,@RepNewhouse,,https://newhouse.house.gov,house,['hsap'],2020-10-01,1,1,8000
184,P000612,ga,republican,,,David,Perdue,,Alfred,"Perdue, David Alfred, Jr",1949-12-10,male,SenatorDavidPerdue,@sendavidperdue,,https://www.perdue.senate.gov,senate,[],2020-09-25,538,144,23936000
185,L000594,ga,republican,,,Kelly,Loeffler,,Lynn,"Loeffler, Kelly Lynn",1970-11-27,female,,@SenatorLoeffler,,https://www.loeffler.senate.gov,senate,[],2020-09-23,280,112,117966000
186,D000626,oh,republican,,8,Warren,Davidson,,Earl,"Davidson, Warren Earl",1970-03-01,male,CongressmanWarrenDavidson,@WarrenDavidson,,https://davidson.house.gov,house,['hsba'],2020-09-21,5,3,205000
187,K000379,ma,democrat,,4,Joseph,Kennedy,Joe,Patrick,"Kennedy, Joseph Patrick III (Joe)",1980-10-04,male,301936109927957,@RepJoeKennedy,,https://kennedy.house.gov,house,[],2020-09-15,3,3,48500
188,H001038,ny,democrat,,26,Brian,Higgins,,Michael,"Higgins, Brian Michael",1959-10-06,male,RepBrianHiggins,@RepBrianHiggins,CongressmanHiggins,https://higgins.house.gov,house,"['hsbu', 'hswm']",2020-09-04,3,3,97500
189,Y000065,fl,republican,,3,Theodore,Yoho,Ted,Scott,"Yoho, Theodore Scott (Ted)",1955-04-13,male,CongressmanTedYoho,@RepTedYoho,RepTedYoho,https://yoho.house.gov,house,[],2020-08-21,14,12,139925
190,C001124,ca,democrat,,21,Terrance,Cox,TJ,John,"Cox, Terrance John (TJ)",1963-07-18,male,,@RepTjCox,,https://cox.house.gov,house,[],2020-08-17,2,2,925000
191,C001049,mo,democrat,,1,William,Clay,,Lacy,"Clay, William Lacy Jr",1956-07-27,male,109135405838588,@LacyClayMO1,WilliamLacyClay,https://lacyclay.house.gov,house,[],2020-07-21,2,2,16000
192,M001184,ky,republican,,4,Thomas,Massie,,Harold,"Massie, Thomas Harold",1971-01-13,male,RepThomasMassie,@RepThomasMassie,repthomasmassie,https://massie.house.gov,house,"['hsju', 'hspw']",2020-07-14,1,1,32500
193,H001088,mn,republican,,1,James,Hagedorn,Jim,Lee,"Hagedorn, James Lee (Jim)",1962-08-04,male,,@RepHagedorn,,https://hagedorn.house.gov,house,"['hsag', 'hssm']",2020-07-08,1,1,8000
194,T000480,sc,republican,,4,William,Timmons,,Richardson IV,"Timmons, William Richardson IV",1984-04-30,male,,@RepTimmons,,https://timmons.house.gov,house,"['hsba', 'hsmh']",2020-06-29,18,14,144000
195,M001185,ny,democrat,,18,Sean,Maloney,,Patrick,"Maloney, Sean Patrick",1966-07-30,male,RepSeanMaloney,@RepSeanMaloney,,https://seanmaloney.house.gov,house,"['hsag', 'hspw']",2020-06-26,8,8,11050
196,K000378,il,republican,,16,Adam,Kinzinger,,Daniel,"Kinzinger, Adam Daniel",1978-02-27,male,RepKinzinger,@RepKinzinger,RepAdamKinzinger,https://kinzinger.house.gov,house,"['hsfa', 'hsif']",2020-06-25,24,4,192000
197,S001206,fl,democrat,,27,Donna,Shalala,,Edna,"Shalala, Donna Edna",1941-02-14,female,,@RepShalala,,https://shalala.house.gov,house,[],2020-06-19,12,7,913000
198,R000616,ca,democrat,,48,Harley,Rouda,,Edwin,"Rouda, Harley Edwin, Jr",1961-12-10,male,,@RepHarley,,https://rouda.house.gov,house,[],2020-06-02,6,3,790000
199,W000437,ms,republican,,,Roger,Wicker,,Frederick,"Wicker, Roger Frederick",1951-07-05,male,SenatorWicker,@SenatorWicker,SenatorWicker,https://www.wicker.senate.gov,senate,"['jcse', 'jspr', 'ssas', 'sscm', 'ssev', 'ssra']",2020-05-04,2,2,16000
200,B001286,il,democrat,,17,Cheryl,Bustos,Cheri,Lea,"Bustos, Cheryl Lea (Cheri)",1961-10-17,female,RepCheri,@RepCheri,RepCheri,https://bustos.house.gov,house,"['hsag', 'hsap']",2020-04-06,21,14,658000
201,B001284,in,republican,,5,Susan,Brooks,,Lynn,"Brooks, Susan Lynn Wiant",1960-08-25,female,congresswomansusanwbrooks,@SusanWBrooks,SusanWBrooks,https://susanwbrooks.house.gov,house,[],2020-04-06,16,15,177000
202,O000171,az,democrat,,1,Thomas,O'Halleran,Tom,Charles,"O'Halleran, Thomas Charles (Tom)",1946-01-24,male,repohalleran,@repohalleran,,https://ohalleran.house.gov,house,"['hsag', 'hsif']",2020-03-31,2,2,16000
203,R000597,sc,republican,,7,Hugh,Rice,Tom,Thompson,"Rice, Hugh Thompson, Jr (Tom)",1957-08-04,male,reptomrice,@RepTomRice,RepTomRice,https://rice.house.gov,house,['hswm'],2020-03-23,12,5,169500
204,T000483,md,democrat,,6,David,Trone,,John,"Trone, David John",1955-09-21,male,,@RepDavidTrone,,https://trone.house.gov,house,"['hsap', 'hsvr']",2020-03-19,8,7,1023500
205,A000367,mi,other,independent,3,Justin,Amash,,,"Amash, Justin",1980-04-18,male,repjustinamash,@justinamash,repjustinamash,https://amash.house.gov,house,[],2020-03-18,3,1,48500
206,T000479,tx,republican,,3,Nicholas,Taylor,,Van Campen,"Taylor, Nicholas Van Campen",1972-08-01,male,,@RepVanTaylor,,https://vantaylor.house.gov,house,['hsba'],2020-03-17,28,9,3067500
207,J000293,wi,republican,,,Ronald,Johnson,Ron,Harold,"Johnson, Ronald Harold (Ron)",1955-04-08,male,senronjohnson,@SenRonJohnson,SenatorRonJohnson,https://www.ronjohnson.senate.gov,senate,"['ssbu', 'sscm', 'ssfr', 'ssga']",2020-03-02,2,2,15175000
208,P000603,ky,republican,,,Randal,Paul,Rand,Howard,"Paul, Randal Howard (Rand)",1963-01-07,male,SenatorRandPaul,@RandPaul,SenatorRandPaul,https://www.paul.senate.gov,senate,"['ssfr', 'ssga', 'sshr', 'sssb']",2020-02-26,1,1,8000
209,B001309,tn,republican,,2,Timothy,Burchett,Tim,Floyd,"Burchett, Timothy Floyd (Tim)",1964-08-25,male,,@RepTimBurchett,,https://burchett.house.gov,house,"['hsfa', 'hspw']",2020-02-12,1,1,8000
210,F000461,tx,republican,,17,William,Flores,Bill,Hose,"Flores, William Hose, Sr (Bill)",1954-02-25,male,RepBillFlores,@RepBillFlores,RepBillFlores,https://flores.house.gov,house,[],2019-12-31,6,5,449000
211,G000578,fl,republican,,1,Matthew,Gaetz,Matt,Louis,"Gaetz, Matthew Louis (Matt)",1982-05-07,male,CongressmanMattGaetz,@RepMattGaetz,,https://gaetz.house.gov,house,"['hsas', 'hsju']",2019-12-19,4,3,160303
212,L000557,ct,democrat,,1,John,Larson,,Barry,"Larson, John Barry",1948-07-22,male,RepJohnLarson,@RepJohnLarson,RepJohnLarson,https://larson.house.gov,house,['hswm'],2019-12-18,37,34,418500
213,A000360,tn,republican,,,Andrew,Alexander,,Lamar,"Alexander, Andrew Lamar, Jr",1940-07-03,male,senatorlamaralexander,@SenAlexander,lamaralexander,https://www.alexander.senate.gov/public,senate,[],2019-11-13,2,2,65000
214,R000612,tn,republican,,6,John,Rose,,Williams,"Rose, John Williams",1965-02-23,male,,@RepJohnRose,,https://johnrose.house.gov,house,['hsba'],2019-11-12,8,7,2208000
215,W000806,fl,republican,,11,Daniel,Webster,,Alan,"Webster, Daniel Alan",1949-04-27,male,RepWebster,@RepWebster,repdanwebster,https://webster.house.gov,house,"['hsii', 'hspw', 'hssy']",2019-10-08,2,1,16000
216,F000449,ne,republican,,1,Jeffrey,Fortenberry,Jeff,Lane,"Fortenberry, Jeffrey Lane (Jeff)",1960-12-27,male,jefffortenberry,@JeffFortenberry,JeffFortenberry,https://fortenberry.house.gov,house,['hsap'],2019-09-24,2,1,65000
