,_txId,_politicianId,_assetId,_issuerId,pubDate,filingDate,txDate,txType,txTypeExtended,hasCapitalGains,owner,chamber,price,size,sizeRangeHigh,sizeRangeLow,value,filingId,filingURL,reportingGap,comment,committees,labels,asset.assetType,asset.assetTicker,asset.instrument,issuer._stateId,issuer.c2iq,issuer.country,issuer.issuerName,issuer.issuerTicker,issuer.sector,politician._stateId,politician.chamber,politician.dob,politician.firstName,politician.gender,politician.lastName,politician.nickname,politician.party
56,20003739580,F000462,100012329,435752,2022-06-10T13:10:04Z,2022-06-06,2022-04-25,buy,,False,not-disclosed,house,26.46,303,567,38,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,42,SUBHOLDING OF: MORGAN STANLEY IRA - X142,"['hsap', 'hsvr']",[],stock,VNT:US,,nc,AKUVU1C8,us,Vontier Corp,VNT:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
57,20003721109,F000462,100005883,430543,2022-05-04T13:05:04Z,2022-05-03,2022-04-13,sell,,False,not-disclosed,house,212.84,38,71,5,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,20,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,CB:US,,,X0VVU1C7,ch,Chubb Ltd,CB:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
58,20003721110,F000462,100005928,430570,2022-05-04T13:05:04Z,2022-05-03,2022-03-30,sell,,False,not-disclosed,house,54.97,146,273,19,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,34,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,C:US,,ny,23MVU1B3,us,Citigroup Inc,C:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
59,20003721111,F000462,100005928,430570,2022-05-04T13:05:04Z,2022-05-03,2022-03-23,sell,,False,not-disclosed,house,56.35,143,267,18,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,41,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,C:US,,ny,23MVU1B3,us,Citigroup Inc,C:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
60,20003721112,F000462,100007219,431675,2022-05-04T13:05:04Z,2022-05-03,2022-04-13,sell,,False,not-disclosed,house,101.5,79,148,10,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,20,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,FIS:US,,fl,7TEVU1G7,us,Fidelity National Information Services Inc,FIS:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
61,20003721113,F000462,100007219,431675,2022-05-04T13:05:04Z,2022-05-03,2022-04-06,sell,,False,not-disclosed,house,101.56,79,148,10,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,27,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,FIS:US,,fl,7TEVU1G7,us,Fidelity National Information Services Inc,FIS:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
62,20003721114,F000462,100008613,432778,2022-05-04T13:05:04Z,2022-05-03,2022-03-24,buy,,False,not-disclosed,house,65.58,123,229,16,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,40,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,JCI:US,,,Q0PVU1B7,ie,Johnson Controls International PLC,JCI:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
63,20003721115,F000462,100008613,432778,2022-05-04T13:05:04Z,2022-05-03,2022-03-23,buy,,False,not-disclosed,house,64.76,124,232,16,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,41,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,JCI:US,,,Q0PVU1B7,ie,Johnson Controls International PLC,JCI:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
64,20003721116,F000462,100009824,433773,2022-05-04T13:05:04Z,2022-05-03,2022-04-06,buy,,False,not-disclosed,house,174.02,47,87,6,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,27,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,NXPI:US,,,S4TVU1G0,nl,NXP Semiconductors NV,NXPI:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
65,20003721117,F000462,100010206,434096,2022-05-04T13:05:04Z,2022-05-03,2022-03-30,buy,,False,not-disclosed,house,257.93,32,59,4,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,34,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,PXD:US,,tx,6J7VU1C4,us,Pioneer Natural Resources Co,PXD:US,energy,fl,house,1948-05-16,Lois,female,Frankel,,democrat
66,20003721118,F000462,100010934,434678,2022-05-04T13:05:04Z,2022-05-03,2022-04-13,buy,,False,not-disclosed,house,258.4,32,59,4,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,20,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,SHW:US,,oh,Q29VU1C7,us,The Sherwin-Williams Co,SHW:US,materials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
67,20003720003,F000462,100004558,429469,2022-04-06T13:05:06Z,2022-04-06,2022-02-22,buy,,False,not-disclosed,house,321.11,26,47,4,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,ACN:US,CLASS A,,0AUVU1F2,ie,Accenture PLC,ACN:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
68,20003720004,F000462,100005369,430117,2022-04-06T13:05:06Z,2022-04-06,2022-03-02,buy,,False,not-disclosed,house,738.04,12,21,2,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,35,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,BLK:US,,ny,SK0VU1F2,us,Blackrock Inc,BLK:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
69,20003720005,F000462,100008016,432346,2022-04-06T13:05:06Z,2022-04-06,2022-03-08,sell,,False,not-disclosed,house,32.28,249,465,32,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X142,"['hsap', 'hsvr']",[],stock,IAA:US,,il,S3ZVU1C1,us,IAA Inc,IAA:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
70,20003720006,F000462,100015549,432874,2022-04-06T13:05:06Z,2022-04-06,2022-02-22,sell,,False,not-disclosed,house,132.85,61,113,8,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,KMB:US,,tx,8FPVU1B2,us,Kimberly-Clark Corp,KMB:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,,democrat
71,20003720007,F000462,100015549,432874,2022-04-06T13:05:06Z,2022-04-06,2022-02-21,sell,,False,not-disclosed,house,133.15,61,113,8,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,44,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,KMB:US,,tx,8FPVU1B2,us,Kimberly-Clark Corp,KMB:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,,democrat
72,20003720008,F000462,100009145,433227,2022-04-06T13:05:06Z,2022-04-06,2022-03-09,buy,,False,not-disclosed,house,159.47,51,95,7,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,28,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,MAR:US,CLASS A,md,K9XVU1C6,us,Marriott International Inc,MAR:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,,democrat
73,20003720009,F000462,100009212,433283,2022-04-06T13:05:06Z,2022-04-06,2022-03-02,sell,,False,not-disclosed,house,273.8,30,55,4,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,35,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,MCK:US,,tx,E8NVU1B2,us,McKesson Corp,MCK:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
74,20003720010,F000462,100009212,433283,2022-04-06T13:05:06Z,2022-04-06,2022-03-08,buy,,False,not-disclosed,house,272.75,30,55,4,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X142,"['hsap', 'hsvr']",[],stock,MCK:US,,tx,E8NVU1B2,us,McKesson Corp,MCK:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
75,20003720011,F000462,100009243,433309,2022-04-06T13:05:06Z,2022-04-06,2022-02-22,sell,,False,not-disclosed,house,103.72,78,145,10,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,MDT:US,,,4ANVU1B0,ie,Medtronic PLC,MDT:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
76,20003720012,F000462,100009744,433712,2022-04-06T13:05:06Z,2022-04-06,2022-03-09,sell,,False,not-disclosed,house,449.92,19,34,3,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,28,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,NOC:US,,va,9LNVU1B5,us,Northrop Grumman Corp,NOC:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
77,20003720013,F000462,100010138,434041,2022-04-06T13:05:06Z,2022-04-06,2022-02-22,buy,,False,not-disclosed,house,47.53,169,316,22,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",['covid'],stock,PFE:US,,ny,VCQVU1B8,us,Pfizer Inc,PFE:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
78,20003720014,F000462,100011060,434771,2022-04-06T13:05:06Z,2022-04-06,2022-03-08,sell,,False,not-disclosed,house,328.91,25,46,4,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X142,"['hsap', 'hsvr']",[],stock,SEDG:US,,,YZFVU1C1,il,SolarEdge Technologies Inc,SEDG:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
79,20003720015,F000462,100011095,434800,2022-04-06T13:05:06Z,2022-04-06,2022-03-09,sell,,False,not-disclosed,house,67.12,120,224,15,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,28,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,SO:US,,ga,VW9VU1C9,us,The Southern Co,SO:US,utilities,fl,house,1948-05-16,Lois,female,Frankel,,democrat
80,20003720016,F000462,100011644,435219,2022-04-06T13:05:06Z,2022-04-06,2022-03-09,buy,,False,not-disclosed,house,172.46,47,87,6,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,28,SUBHOLDING OF: MORGAN STANLEY IRA - X141,"['hsap', 'hsvr']",[],stock,TXN:US,,tx,0A8VU1C2,us,Texas Instruments Inc,TXN:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
81,20003714193,F000462,100011025,434747,2022-02-28T14:21:13Z,2022-02-27,2022-02-07,sell,,False,not-disclosed,house,73.86,109,204,14,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,20,SUBHOLDING OF: Morgan Stanley IRA X142,"['hsap', 'hsvr']",[],stock,AOS:US,,wi,739VU1C7,us,A. O. Smith Corp,AOS:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
82,20003714194,F000462,100005928,430570,2022-02-28T14:21:13Z,2022-02-27,2022-01-26,sell,,False,not-disclosed,house,64.75,124,232,16,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,32,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,C:US,,ny,23MVU1B3,us,Citigroup Inc,C:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
83,20003714195,F000462,100006182,430827,2022-02-28T14:21:13Z,2022-02-27,2022-02-07,sell,,False,not-disclosed,house,146.21,55,103,7,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,20,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,CLX:US,,ca,Y2MVU1B1,us,The Clorox Co,CLX:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,,democrat
84,20003714196,F000462,100006716,431272,2022-02-28T14:21:13Z,2022-02-27,2022-01-27,buy,,False,not-disclosed,house,128.64,63,117,8,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,31,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,FANG:US,,tx,CBWVU1G4,us,Diamondback Energy Inc,FANG:US,energy,fl,house,1948-05-16,Lois,female,Frankel,,democrat
85,20003714197,F000462,100007911,432257,2022-02-28T14:21:13Z,2022-02-27,2022-02-10,sell,,False,not-disclosed,house,54.7,147,275,19,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,17,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,HXL:US,,ct,QHTVU1B5,us,Hexcel Corp,HXL:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
86,20003714198,F000462,100015549,432874,2022-02-28T14:21:13Z,2022-02-27,2022-02-09,sell,,False,not-disclosed,house,131.89,61,114,8,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,18,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,KMB:US,,tx,8FPVU1B2,us,Kimberly-Clark Corp,KMB:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,,democrat
87,20003714199,F000462,100015549,432874,2022-02-28T14:21:13Z,2022-02-27,2022-02-10,sell,,False,not-disclosed,house,130.95,62,115,8,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,17,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,KMB:US,,tx,8FPVU1B2,us,Kimberly-Clark Corp,KMB:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,,democrat
88,20003714200,F000462,100008988,433081,2022-02-28T14:21:13Z,2022-02-27,2022-01-19,sell,,False,not-disclosed,house,377.33,22,40,3,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,39,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,LMT:US,,md,2ZPVU1B4,us,Lockheed Martin Corp,LMT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
89,20003714201,F000462,100009212,433283,2022-02-28T14:21:13Z,2022-02-27,2022-01-20,buy,,False,not-disclosed,house,251.84,32,60,4,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,38,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,MCK:US,,tx,E8NVU1B2,us,McKesson Corp,MCK:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
90,20003714202,F000462,100009212,433283,2022-02-28T14:21:13Z,2022-02-27,2022-02-07,buy,,False,not-disclosed,house,270.2,30,56,4,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,20,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,MCK:US,,tx,E8NVU1B2,us,McKesson Corp,MCK:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
91,20003714203,F000462,100009243,433309,2022-02-28T14:21:13Z,2022-02-27,2022-02-03,sell,,False,not-disclosed,house,102.17,79,147,10,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,24,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,MDT:US,,,4ANVU1B0,ie,Medtronic PLC,MDT:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
92,20003714204,F000462,100009243,433309,2022-02-28T14:21:13Z,2022-02-27,2022-02-09,sell,,False,not-disclosed,house,106.09,76,142,10,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,18,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,MDT:US,,,4ANVU1B0,ie,Medtronic PLC,MDT:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
93,20003714205,F000462,100009243,433309,2022-02-28T14:21:13Z,2022-02-27,2022-02-02,sell,,False,not-disclosed,house,103.37,78,146,10,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,25,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,MDT:US,,,4ANVU1B0,ie,Medtronic PLC,MDT:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
94,20003714206,F000462,100009798,433751,2022-02-28T14:21:13Z,2022-02-27,2022-02-14,sell,,False,not-disclosed,house,49.62,162,303,21,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,13,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,NUVA:US,,ca,K1AVU1W6,us,NuVasive Inc,NUVA:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
95,20003714207,F000462,100009824,433773,2022-02-28T14:21:13Z,2022-02-27,2022-02-09,buy,,False,not-disclosed,house,209.76,39,72,5,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,18,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,NXPI:US,,,S4TVU1G0,nl,NXP Semiconductors NV,NXPI:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
96,20003714208,F000462,100010138,434041,2022-02-28T14:21:13Z,2022-02-27,2022-02-02,buy,,False,not-disclosed,house,53.86,149,279,19,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,25,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",['covid'],stock,PFE:US,,ny,VCQVU1B8,us,Pfizer Inc,PFE:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
97,20003714209,F000462,100010138,434041,2022-02-28T14:21:13Z,2022-02-27,2022-02-09,buy,,False,not-disclosed,house,51.47,156,292,20,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,18,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",['covid'],stock,PFE:US,,ny,VCQVU1B8,us,Pfizer Inc,PFE:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
98,20003714210,F000462,100010270,434151,2022-02-28T14:21:13Z,2022-02-27,2022-02-02,buy,,False,not-disclosed,house,157.62,52,96,7,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,25,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,PPG:US,,pa,N9QVU1B9,us,PPG Industries Inc,PPG:US,materials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
99,20003714211,F000462,100011271,434919,2022-02-28T14:21:13Z,2022-02-27,2022-02-07,sell,,False,not-disclosed,house,79.77,101,189,13,8000,203556623,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,20,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,SSNC:US,,ct,4CWVU129,us,SS&C Technologies Holdings Inc,SSNC:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
100,20003713227,F000462,100005583,430299,2022-02-16T14:39:43Z,2022-02-16,2022-01-10,sell,,False,not-disclosed,house,48.3,166,311,21,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,BWXT:US,,va,8XTVU1G2,us,BWX Technologies Inc,BWXT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
101,20003713228,F000462,100006716,431272,2022-02-16T14:39:43Z,2022-02-16,2022-01-10,buy,,False,not-disclosed,house,121.35,67,124,9,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,FANG:US,,tx,CBWVU1G4,us,Diamondback Energy Inc,FANG:US,energy,fl,house,1948-05-16,Lois,female,Frankel,,democrat
102,20003713229,F000462,100006716,431272,2022-02-16T14:39:43Z,2022-02-16,2022-01-11,buy,,False,not-disclosed,house,124.36,65,121,9,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,36,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,FANG:US,,tx,CBWVU1G4,us,Diamondback Energy Inc,FANG:US,energy,fl,house,1948-05-16,Lois,female,Frankel,,democrat
103,20003713230,F000462,100006794,431326,2022-02-16T14:39:43Z,2022-02-16,2022-01-11,sell,,False,not-disclosed,house,58.4,138,257,18,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,36,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,DCI:US,,mn,E6RVU1B0,us,Donaldson Co Inc,DCI:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
104,20003713231,F000462,100007128,431599,2022-02-16T14:39:43Z,2022-02-16,2022-01-10,sell,,False,not-disclosed,house,124.77,65,121,9,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,EXPD:US,,wa,1HRVU1B1,us,Expeditors International of Washington Inc,EXPD:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
105,20003713232,F000462,100007506,431928,2022-02-16T14:39:43Z,2022-02-16,2022-01-10,sell,,False,not-disclosed,house,293.69,28,52,4,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,IT:US,,ct,8T4VU1C2,us,Gartner Inc,IT:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
106,20003713233,F000462,100007903,432252,2022-02-16T14:39:43Z,2022-02-16,2022-01-10,buy,,False,not-disclosed,house,85.15,95,177,12,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,HES:US,,ny,RKSVU1B5,us,Hess Corp,HES:US,energy,fl,house,1948-05-16,Lois,female,Frankel,,democrat
107,20003713234,F000462,100007903,432252,2022-02-16T14:39:43Z,2022-02-16,2022-01-11,buy,,False,not-disclosed,house,90.04,90,167,12,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,36,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,HES:US,,ny,RKSVU1B5,us,Hess Corp,HES:US,energy,fl,house,1948-05-16,Lois,female,Frankel,,democrat
108,20003713235,F000462,100016994,432899,2022-02-16T14:39:43Z,2022-02-16,2022-01-13,buy,,False,not-disclosed,house,69.86,115,215,15,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,34,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,KKR:US,CLASS A,ny,UWUVU1G4,us,KKR & Co Inc,KKR:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
109,20003713236,F000462,100016994,432899,2022-02-16T14:39:43Z,2022-02-16,2022-01-12,buy,,False,not-disclosed,house,72.14,111,208,14,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,35,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,KKR:US,CLASS A,ny,UWUVU1G4,us,KKR & Co Inc,KKR:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
110,20003713237,F000462,100008988,433081,2022-02-16T14:39:43Z,2022-02-16,2022-01-12,sell,,False,not-disclosed,house,361.3,23,42,3,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,35,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,LMT:US,,md,2ZPVU1B4,us,Lockheed Martin Corp,LMT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
111,20003713238,F000462,100009473,433495,2022-02-16T14:39:43Z,2022-02-16,2022-01-11,buy,,False,not-disclosed,house,178.2,46,85,6,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,36,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,MTB:US,,ny,3SRVU1B5,us,M&T Bank Corp,MTB:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
112,20003713239,F000462,100009893,433830,2022-02-16T14:39:43Z,2022-02-16,2022-01-11,sell,,False,not-disclosed,house,48.04,167,313,21,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,36,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,OLLI:US,,pa,YXGVU1C2,us,Ollie's Bargain Outlet Holdings Inc,OLLI:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,,democrat
